txn_id,nameOrig,nameDest,type,amount,txn_datetime,merchant_category,region_name,flag_structuring,flag_outlier,risk_score
7904,C1305598780,C1860004180,TRANSFER,4720555.00,2026-01-11 09:01:58.0000000,Wire Transfer,Delhi,0,1,Medium
7905,C842658651,C318179364,CASH_OUT,4720555.00,2026-01-11 09:21:58.0000000,ATM Withdrawal,Pune,0,1,Medium
7915,C1108045976,C50003674,CASH_OUT,2085019.50,2026-01-11 09:01:46.0000000,ATM Withdrawal,Pune,0,1,Medium
7933,C1113922193,C643624257,CASH_OUT,2374490.75,2026-01-11 10:06:35.0000000,ATM Withdrawal,Pune,0,1,Medium
7946,C1112360108,C1241281307,TRANSFER,8276235.50,2026-01-11 11:22:36.0000000,Wire Transfer,Bangalore,0,1,Medium
7947,C1880773458,C2102473649,CASH_OUT,8276235.50,2026-01-11 11:33:19.0000000,ATM Withdrawal,Bangalore,0,1,Medium
7955,C1734542824,C1750548903,CASH_OUT,2693520.50,2026-01-11 11:07:57.0000000,Cash Deposit,Chennai,0,1,Medium
7967,C445430208,C267089577,CASH_OUT,2415826.25,2026-01-11 13:52:21.0000000,ATM Withdrawal,Mumbai,0,1,Medium
7986,C1983750370,C381637925,TRANSFER,9811104.00,2026-01-11 16:11:12.0000000,Wire Transfer,Delhi,0,1,Medium
7987,C887693253,C1459698370,CASH_OUT,9811104.00,2026-01-11 16:49:11.0000000,ATM Withdrawal,Mumbai,0,1,Medium
7998,C1632129790,C1449704632,TRANSFER,6262506.00,2026-01-11 17:21:05.0000000,Wire Transfer,Mumbai,0,1,Medium
7999,C103717157,C909346905,CASH_OUT,6262506.00,2026-01-11 17:42:49.0000000,Cash Deposit,Delhi,0,1,Medium
8005,C1423321917,C1442224179,CASH_OUT,2684142.50,2026-01-11 18:03:27.0000000,ATM Withdrawal,Chennai,0,1,Medium
8009,C1812490889,C1544763161,CASH_OUT,1950373.50,2026-01-11 19:23:46.0000000,ATM Withdrawal,Chennai,0,1,Medium
8016,C840630111,C825235440,TRANSFER,8274021.00,2026-01-11 19:04:31.0000000,Wire Transfer,Bangalore,0,1,Medium
8017,C1990417727,C1223937106,CASH_OUT,8274021.00,2026-01-11 19:22:43.0000000,ATM Withdrawal,Bangalore,0,1,Medium
8028,C1485613101,C397739299,TRANSFER,8332003.00,2026-01-11 20:04:37.0000000,Wire Transfer,Kolkata,0,1,Medium
8029,C17870584,C705444596,CASH_OUT,8332003.00,2026-01-11 20:46:24.0000000,ATM Withdrawal,Mumbai,0,1,Medium
8033,C1088706462,C717389444,CASH_OUT,2689633.75,2026-01-11 21:04:21.0000000,ATM Withdrawal,Mumbai,0,1,Medium
8037,C2036950441,C1421192075,CASH_OUT,2241630.25,2026-01-11 21:22:08.0000000,Wire Transfer,Delhi,0,1,Medium
8041,C1696166614,C1922343800,CASH_OUT,1954854.25,2026-01-11 21:08:56.0000000,ATM Withdrawal,Chennai,0,1,Medium
8042,C60530886,C1454703841,TRANSFER,5039827.50,2026-01-11 21:44:15.0000000,Wire Transfer,Pune,0,1,Medium
8043,C125995436,C256790,CASH_OUT,5039827.50,2026-01-11 21:16:23.0000000,ATM Withdrawal,Ahmedabad,0,1,Medium
8053,C2138906763,C717398565,CASH_OUT,1589763.63,2026-01-11 22:26:10.0000000,ATM Withdrawal,Kolkata,0,1,Medium
8055,C1267813082,C1805553546,CASH_OUT,2016790.88,2026-01-11 22:14:57.0000000,ATM Withdrawal,Hyderabad,0,1,Medium
8057,C625254221,C933591789,CASH_OUT,2642117.00,2026-01-11 22:05:26.0000000,ATM Withdrawal,Pune,0,1,Medium
8071,C551410627,C1503946435,CASH_OUT,2914653.75,2026-01-11 22:49:09.0000000,ATM Withdrawal,Kolkata,0,1,Medium
8085,C1163253466,C1720852348,CASH_OUT,2514878.25,2026-01-12 00:13:28.0000000,ATM Withdrawal,Mumbai,0,1,Medium
8095,C663685231,C1288873537,CASH_OUT,3929113.25,2026-01-12 01:45:32.0000000,ATM Withdrawal,Ahmedabad,0,1,Medium
8096,C1616758519,C96929934,TRANSFER,5721872.00,2026-01-12 01:11:54.0000000,Wire Transfer,Bangalore,0,1,Medium
8097,C533511520,C226077337,CASH_OUT,5721872.00,2026-01-12 01:22:58.0000000,ATM Withdrawal,Pune,0,1,Medium
8099,C951381310,C1006459134,CASH_OUT,1911239.25,2026-01-12 02:20:41.0000000,ATM Withdrawal,Chennai,0,1,Medium
8104,C988536152,C2025332798,TRANSFER,5494863.00,2026-01-12 02:47:16.0000000,Wire Transfer,Mumbai,0,1,Medium
8105,C1802007531,C1174309480,CASH_OUT,5494863.00,2026-01-12 02:33:44.0000000,ATM Withdrawal,Hyderabad,0,1,Medium
8107,C1300574911,C952807483,CASH_OUT,3486005.00,2026-01-12 02:09:22.0000000,Cash Deposit,Delhi,0,1,Medium
8109,C1415942962,C1560476015,CASH_OUT,1654055.00,2026-01-12 03:13:57.0000000,Cash Deposit,Chennai,0,1,Medium
8115,C2122806908,C1546411648,CASH_OUT,2926854.00,2026-01-12 03:51:51.0000000,ATM Withdrawal,Hyderabad,0,1,Medium
8117,C10511157,C830333385,CASH_OUT,2219475.25,2026-01-12 04:48:25.0000000,Cash Deposit,Hyderabad,0,1,Medium
8125,C2052061131,C1761711704,CASH_OUT,3042111.50,2026-01-12 05:32:39.0000000,Wire Transfer,Chennai,0,1,Medium
8145,C1609371351,C617888697,CASH_OUT,1998328.00,2026-01-12 06:01:05.0000000,ATM Withdrawal,Ahmedabad,0,1,Medium
8153,C616491033,C324653076,CASH_OUT,2271674.75,2026-01-12 07:30:48.0000000,ATM Withdrawal,Pune,0,1,Medium
8160,C393546828,C516790131,TRANSFER,5926745.50,2026-01-12 07:18:54.0000000,Wire Transfer,Kolkata,0,1,Medium
8161,C240557778,C340123117,CASH_OUT,5926745.50,2026-01-12 07:48:39.0000000,ATM Withdrawal,Chennai,0,1,Medium
8163,C168076174,C735369165,CASH_OUT,1621056.88,2026-01-12 07:13:38.0000000,Wire Transfer,Kolkata,0,1,Medium
8168,C41354044,C1312570862,TRANSFER,5141770.00,2026-01-12 08:02:47.0000000,Wire Transfer,Mumbai,0,1,Medium
8169,C404738794,C1742374536,CASH_OUT,5141770.00,2026-01-12 08:38:19.0000000,ATM Withdrawal,Ahmedabad,0,1,Medium
8183,C1873441718,C1052470250,CASH_OUT,3738575.00,2026-01-12 09:35:24.0000000,ATM Withdrawal,Bangalore,0,1,Medium
8188,C1947336797,C418157803,TRANSFER,4574247.00,2026-01-12 09:56:23.0000000,Wire Transfer,Ahmedabad,0,1,Medium
8189,C441939747,C217088344,CASH_OUT,4574247.00,2026-01-12 09:09:37.0000000,ATM Withdrawal,Kolkata,0,1,Medium
8193,C227395466,C1510391871,CASH_OUT,2230432.50,2026-01-12 09:28:53.0000000,Cash Deposit,Kolkata,0,1,Medium
8207,C362452126,C1985999765,CASH_OUT,2274566.50,2026-01-12 10:50:05.0000000,Cash Deposit,Delhi,0,1,Medium
8208,C39195818,C717479366,TRANSFER,5052211.00,2026-01-12 10:37:31.0000000,Wire Transfer,Mumbai,0,1,Medium
8209,C253761308,C232278551,CASH_OUT,5052211.00,2026-01-12 10:58:24.0000000,ATM Withdrawal,Pune,0,1,Medium
8219,C435374430,C167998635,CASH_IN,583034.25,2026-01-08 18:57:53.0000000,Cash Deposit,Hyderabad,0,1,Medium
8224,C204856896,C1421023269,TRANSFER,8837001.00,2026-01-13 15:16:30.0000000,Wire Transfer,Kolkata,0,1,Medium
8280,C1753461073,M694500723,PAYMENT,86938.19,2026-01-14 10:30:43.0000000,Online Payment,Bangalore,0,1,Medium
8405,C2096113928,M924977676,PAYMENT,58124.31,2026-01-06 10:37:57.0000000,Online Payment,Chennai,0,1,Medium
8407,C1788172194,M2139975110,PAYMENT,51524.66,2026-01-12 15:36:39.0000000,Online Payment,Kolkata,0,1,Medium
8412,C182985123,C1335163974,TRANSFER,8713063.00,2026-01-14 15:19:31.0000000,Wire Transfer,Kolkata,0,1,Medium
8446,C216838104,C2083389686,CASH_IN,688414.69,2026-01-14 15:17:55.0000000,Cash Deposit,Hyderabad,0,1,Medium
8534,C1291418965,M243810684,PAYMENT,80290.38,2026-01-14 10:56:00.0000000,Online Payment,Delhi,0,1,Medium
8698,C310876518,M1050918882,PAYMENT,63904.57,2026-01-21 12:57:10.0000000,Online Payment,Pune,0,1,Medium
8717,C1710094312,C1275612227,CASH_IN,622020.50,2026-01-14 09:58:08.0000000,Wire Transfer,Kolkata,0,1,Medium
8732,C1447502981,C1438825490,TRANSFER,7617774.00,2026-01-13 16:59:15.0000000,Wire Transfer,Delhi,0,1,Medium
8988,C1787488606,M2114793042,PAYMENT,57906.44,2026-01-13 20:47:02.0000000,Online Payment,Ahmedabad,0,1,Medium
9192,C1131772396,C669989911,CASH_IN,553573.69,2026-01-01 14:09:10.0000000,Cash Deposit,Mumbai,0,1,Medium
9199,C1374744600,C1835201690,TRANSFER,6094995.00,2026-01-14 22:32:00.0000000,Wire Transfer,Pune,0,1,Medium
9277,C487059988,C2007792854,CASH_IN,583683.31,2026-01-01 10:29:23.0000000,Cash Deposit,Ahmedabad,0,1,Medium
9364,C942795927,M47996473,PAYMENT,51786.65,2026-01-15 12:16:29.0000000,Online Payment,Hyderabad,0,1,Medium
9365,C1623503124,C1134274075,CASH_IN,620866.63,2026-01-10 12:44:10.0000000,Cash Deposit,Hyderabad,0,1,Medium
9426,C1154659689,M1124686024,PAYMENT,72279.17,2026-01-17 12:08:40.0000000,Online Payment,Bangalore,0,1,Medium
9541,C1477378614,C143580560,CASH_IN,720078.88,2026-01-02 10:53:12.0000000,Wire Transfer,Hyderabad,0,1,Medium
9605,C1372074529,C553162522,TRANSFER,7455394.50,2026-01-13 16:43:32.0000000,Wire Transfer,Hyderabad,0,1,Medium
9632,C27174610,C641920039,CASH_IN,695033.56,2026-01-10 10:13:58.0000000,Cash Deposit,Kolkata,0,1,Medium
9730,C2038106907,M1234261925,PAYMENT,58358.47,2026-01-17 14:13:42.0000000,Online Payment,Chennai,0,1,Medium
9838,C1297204450,M375613745,PAYMENT,116858.38,2026-01-14 14:18:46.0000000,Online Payment,Ahmedabad,0,1,Medium
9903,C1211753617,M615074151,PAYMENT,60761.27,2026-01-02 11:29:53.0000000,Online Payment,Hyderabad,0,1,Medium
10025,C1816072441,C133487295,CASH_IN,554015.94,2026-01-08 09:06:40.0000000,Cash Deposit,Delhi,0,1,Medium
10198,C2095261420,M1377595708,PAYMENT,67431.43,2026-01-10 13:58:57.0000000,Online Payment,Kolkata,0,1,Medium
10242,C925367010,M981723666,PAYMENT,59234.14,2026-01-18 08:27:43.0000000,Online Payment,Delhi,0,1,Medium
10418,C421685672,C1686875619,DEBIT,64109.50,2026-01-01 12:50:53.0000000,Retail Debit,Kolkata,0,1,Medium
10509,C272637047,M1983842574,PAYMENT,53686.55,2026-01-10 10:14:48.0000000,Online Payment,Pune,0,1,Medium
10539,C36404958,C45996905,CASH_IN,561688.06,2026-01-16 18:39:41.0000000,Cash Deposit,Hyderabad,0,1,Medium
10562,C402817386,M488049705,PAYMENT,59051.45,2026-01-14 11:07:37.0000000,Online Payment,Mumbai,0,1,Medium
10619,C100095913,M1562213168,PAYMENT,55844.89,2026-01-14 11:35:01.0000000,Online Payment,Bangalore,0,1,Medium
10629,C1445437406,C1258057322,CASH_IN,547891.50,2026-01-14 16:25:58.0000000,Cash Deposit,Kolkata,0,1,Medium
10847,C1746469746,M2147480241,PAYMENT,58628.94,2026-01-06 12:12:09.0000000,Online Payment,Kolkata,0,1,Medium
10906,C335782358,M2061145649,PAYMENT,51121.99,2026-01-12 19:37:52.0000000,Online Payment,Hyderabad,0,1,Medium
10910,C273207914,M58338564,PAYMENT,61330.30,2026-01-11 13:18:44.0000000,Online Payment,Kolkata,0,1,Medium
11059,C619890648,C260033999,CASH_IN,600831.44,2026-01-13 10:52:26.0000000,Cash Deposit,Hyderabad,0,1,Medium
11363,C601148006,M306825440,PAYMENT,53545.29,2026-01-21 20:22:19.0000000,Online Payment,Mumbai,0,1,Medium
11658,C46454855,M1274373999,PAYMENT,51396.96,2026-01-14 13:27:37.0000000,Online Payment,Hyderabad,0,1,Medium
11662,C2113960975,M591380274,PAYMENT,52979.13,2026-01-23 20:45:58.0000000,Online Payment,Bangalore,0,1,Medium
11758,C1409903172,C1685726862,TRANSFER,5243869.50,2026-01-09 17:54:27.0000000,Wire Transfer,Kolkata,0,1,Medium
11782,C149648243,M1528650994,PAYMENT,71937.56,2026-01-10 16:26:35.0000000,Online Payment,Kolkata,0,1,Medium
11910,C416054290,M722522275,PAYMENT,52644.99,2026-01-02 18:09:02.0000000,Online Payment,Kolkata,0,1,Medium
11957,C1389737863,C1701511914,CASH_IN,767231.81,2026-01-14 11:25:56.0000000,Cash Deposit,Delhi,0,1,Medium
11977,C1521618542,C2123561127,CASH_IN,551872.50,2026-01-17 16:16:54.0000000,Cash Deposit,Delhi,0,1,Medium
12116,C2135039753,M2121377390,PAYMENT,50678.00,2026-01-18 18:46:07.0000000,Online Payment,Bangalore,0,1,Medium
12134,C1638190408,M1093819117,PAYMENT,86897.49,2026-01-15 19:41:42.0000000,Online Payment,Bangalore,0,1,Medium
12164,C1647256372,M627537351,PAYMENT,51554.83,2026-01-02 16:50:58.0000000,Online Payment,Pune,0,1,Medium
12233,C58541066,C464601431,CASH_IN,618234.00,2026-01-06 15:17:33.0000000,Cash Deposit,Bangalore,0,1,Medium
12321,C1699887505,M24748527,PAYMENT,56066.90,2026-01-14 20:04:13.0000000,Online Payment,Chennai,0,1,Medium
12384,C1294819463,M593653988,PAYMENT,52565.73,2026-01-15 22:52:04.0000000,Online Payment,Delhi,0,1,Medium
12404,C1827714606,C573049539,CASH_IN,584492.94,2026-01-06 19:07:54.0000000,Cash Deposit,Kolkata,0,1,Medium
12815,C1264575486,C388387760,CASH_IN,555826.63,2026-01-12 14:20:38.0000000,Cash Deposit,Ahmedabad,0,1,Medium
13085,C2144262087,M1337838797,PAYMENT,81767.45,2026-01-09 20:03:45.0000000,Online Payment,Mumbai,0,1,Medium
13136,C1679091619,C1727565779,TRANSFER,7072109.00,2026-01-13 15:01:41.0000000,Wire Transfer,Mumbai,0,1,Medium
13183,C10462892,C1586524643,CASH_IN,571973.50,2026-01-14 12:38:09.0000000,Cash Deposit,Bangalore,0,1,Medium
13238,C1257587884,M760383987,PAYMENT,51652.31,2026-01-02 17:59:34.0000000,Online Payment,Hyderabad,0,1,Medium
13245,C361828557,M1523999033,PAYMENT,60757.51,2026-01-13 09:30:36.0000000,Online Payment,Ahmedabad,0,1,Medium
13309,C478135548,M1967544022,PAYMENT,58998.19,2026-01-17 19:43:08.0000000,Online Payment,Hyderabad,0,1,Medium
13347,C583432474,M1140626248,PAYMENT,75761.81,2026-01-04 22:32:49.0000000,Online Payment,Pune,0,1,Medium
13458,C676576514,M554190150,PAYMENT,63153.37,2026-01-13 16:10:29.0000000,Online Payment,Ahmedabad,0,1,Medium
13468,C567341949,C1710631582,CASH_IN,599322.31,2026-01-25 08:09:39.0000000,Cash Deposit,Delhi,0,1,Medium
13526,C1627084425,M1881083209,PAYMENT,56514.14,2026-01-13 21:05:09.0000000,Online Payment,Mumbai,0,1,Medium
13787,C2060418935,M670608802,PAYMENT,68453.77,2026-01-15 12:30:05.0000000,Online Payment,Delhi,0,1,Medium
13837,C920852229,C2021516439,CASH_IN,561445.50,2026-01-14 15:11:34.0000000,Cash Deposit,Delhi,0,1,Medium
13843,C2066569826,M1605873216,PAYMENT,51565.91,2026-01-13 12:16:30.0000000,Online Payment,Ahmedabad,0,1,Medium
13845,C2106298425,M1616241833,PAYMENT,69421.45,2026-01-11 18:32:36.0000000,Online Payment,Chennai,0,1,Medium
13899,C1580038825,M642227057,PAYMENT,73114.76,2026-01-11 12:54:06.0000000,Online Payment,Chennai,0,1,Medium
13928,C272060726,M1306340437,PAYMENT,60323.58,2026-01-14 11:29:39.0000000,Online Payment,Delhi,0,1,Medium
14042,C779536949,M938704863,PAYMENT,52048.16,2026-01-28 08:14:41.0000000,Online Payment,Mumbai,0,1,Medium
14146,C202176368,C2046892715,CASH_IN,550097.88,2026-01-12 17:12:05.0000000,Cash Deposit,Chennai,0,1,Medium
14329,C1164257871,M245401595,PAYMENT,115923.89,2026-01-15 11:58:56.0000000,Online Payment,Pune,0,1,Medium
14425,C1269750686,M1278135566,PAYMENT,58427.66,2026-01-06 12:23:15.0000000,Online Payment,Pune,0,1,Medium
14514,C990003737,M2064661865,PAYMENT,54516.90,2026-01-13 15:32:20.0000000,Online Payment,Hyderabad,0,1,Medium
14532,C1681495779,M942761718,PAYMENT,56871.37,2026-01-10 11:00:37.0000000,Online Payment,Hyderabad,0,1,Medium
14713,C1298246213,C1284139103,CASH_IN,562061.44,2026-01-02 12:16:46.0000000,Cash Deposit,Hyderabad,0,1,Medium
14750,C1950475085,M1012557627,PAYMENT,71319.94,2026-01-14 17:59:42.0000000,Online Payment,Mumbai,0,1,Medium
14811,C700354333,M251750368,PAYMENT,51664.70,2026-01-01 11:58:48.0000000,Online Payment,Bangalore,0,1,Medium
14818,C1176058085,C1779006590,CASH_IN,710040.88,2026-01-13 16:06:57.0000000,Cash Deposit,Mumbai,0,1,Medium
14843,C834906323,M485989892,PAYMENT,54515.54,2026-01-15 11:30:02.0000000,Online Payment,Hyderabad,0,1,Medium
15046,C1063778597,C535782460,CASH_IN,632011.63,2026-01-08 22:21:26.0000000,Cash Deposit,Delhi,0,1,Medium
15190,C1493006413,M890856518,PAYMENT,60176.68,2026-01-06 12:50:33.0000000,Online Payment,Hyderabad,0,1,Medium
15206,C1858978792,C1075521579,CASH_IN,632905.19,2026-01-15 12:28:49.0000000,Cash Deposit,Chennai,0,1,Medium
15218,C363529135,C465938293,TRANSFER,4370251.50,2026-01-15 12:51:57.0000000,Wire Transfer,Pune,0,1,Medium
15299,C511061237,M984020918,PAYMENT,71440.14,2026-01-17 18:50:21.0000000,Online Payment,Mumbai,0,1,Medium
15305,C638027021,C1536901047,TRANSFER,9327439.00,2026-01-13 12:03:17.0000000,Wire Transfer,Chennai,0,1,Medium
15330,C24989382,M116835780,PAYMENT,109884.63,2026-01-12 18:41:04.0000000,Online Payment,Pune,0,1,Medium
15536,C1385014153,C860000096,CASH_IN,999323.00,2026-01-14 14:53:30.0000000,Cash Deposit,Bangalore,0,1,Medium
15696,C1367240375,M254873970,PAYMENT,58105.82,2026-01-13 15:29:00.0000000,Online Payment,Bangalore,0,1,Medium
15793,C1359697652,M2088722710,PAYMENT,60409.06,2026-01-11 10:57:31.0000000,Online Payment,Ahmedabad,0,1,Medium
15870,C1363130984,M1527288848,PAYMENT,63718.35,2026-01-16 18:42:22.0000000,Online Payment,Mumbai,0,1,Medium
15972,C247436775,M1049880597,PAYMENT,76954.53,2026-01-10 11:04:54.0000000,Online Payment,Ahmedabad,0,1,Medium
16004,C1212040637,M297255007,PAYMENT,81614.18,2026-01-23 17:58:58.0000000,Online Payment,Delhi,0,1,Medium
16033,C1988298340,C205703263,CASH_IN,550966.44,2026-01-15 13:19:25.0000000,Cash Deposit,Delhi,0,1,Medium
16055,C365053998,M123062924,PAYMENT,108836.76,2026-01-13 15:58:43.0000000,Online Payment,Kolkata,0,1,Medium
16076,C539982097,C1626347345,TRANSFER,7404050.00,2026-01-16 16:39:28.0000000,Wire Transfer,Chennai,0,1,Medium
16125,C1214342053,M1661284863,PAYMENT,53651.11,2026-01-10 12:08:46.0000000,Online Payment,Chennai,0,1,Medium
16131,C937793053,C592475290,CASH_IN,603167.81,2026-01-14 17:30:42.0000000,Cash Deposit,Ahmedabad,0,1,Medium
16365,C740232699,M1855492703,PAYMENT,51089.28,2026-01-13 11:03:45.0000000,Online Payment,Mumbai,0,1,Medium
16391,C1814132183,M902253216,PAYMENT,55582.68,2026-01-14 15:12:48.0000000,Online Payment,Hyderabad,0,1,Medium
16569,C1250243480,M1620660693,PAYMENT,54474.89,2026-01-17 10:48:08.0000000,Online Payment,Delhi,0,1,Medium
16613,C1078771370,M239263403,PAYMENT,57758.13,2026-01-09 12:28:01.0000000,Online Payment,Pune,0,1,Medium
16636,C1558592938,M403600173,PAYMENT,57683.29,2026-01-14 10:55:51.0000000,Online Payment,Kolkata,0,1,Medium
16686,C661597034,C1269216960,CASH_IN,602709.00,2026-01-07 19:18:45.0000000,Cash Deposit,Pune,0,1,Medium
16734,C2093185653,C1423983240,CASH_IN,704638.56,2026-01-01 14:36:59.0000000,Wire Transfer,Hyderabad,0,1,Medium
16761,C707972128,C498346235,DEBIT,317061.06,2026-01-17 12:55:03.0000000,Retail Debit,Delhi,0,1,Medium
16815,C2061742584,M2105682572,PAYMENT,56245.78,2026-01-10 12:04:29.0000000,Online Payment,Mumbai,0,1,Medium
16871,C636557761,M41894214,PAYMENT,93453.59,2026-01-13 17:03:18.0000000,Online Payment,Mumbai,0,1,Medium
16911,C354433075,C1088650686,CASH_IN,580977.88,2026-01-06 19:34:43.0000000,Cash Deposit,Pune,0,1,Medium
16953,C1072247014,M173448068,PAYMENT,69062.42,2026-01-14 10:22:12.0000000,Online Payment,Bangalore,0,1,Medium
16991,C2096796466,M1008824222,PAYMENT,51081.72,2026-01-17 15:03:43.0000000,Online Payment,Bangalore,0,1,Medium
16993,C1032855113,C2134632304,CASH_IN,575008.69,2026-01-07 17:32:22.0000000,Cash Deposit,Chennai,0,1,Medium
17027,C332312266,M566965953,PAYMENT,58607.87,2026-01-17 22:58:19.0000000,Online Payment,Kolkata,0,1,Medium
17088,C78817976,C717928322,TRANSFER,4736037.00,2026-01-17 21:20:56.0000000,Wire Transfer,Delhi,0,1,Medium
17423,C1560569808,M971178876,PAYMENT,72871.07,2026-01-14 16:24:17.0000000,Online Payment,Kolkata,0,1,Medium
17761,C464130826,C1696443437,CASH_IN,587025.25,2026-01-08 17:34:15.0000000,Cash Deposit,Mumbai,0,1,Medium
17799,C1115808393,M1940887649,PAYMENT,59162.05,2026-01-11 12:43:30.0000000,Online Payment,Ahmedabad,0,1,Medium
17952,C1232890398,C1013318953,CASH_IN,567550.13,2026-01-02 13:07:43.0000000,Wire Transfer,Delhi,0,1,Medium
18061,C116518874,M1132236979,PAYMENT,54404.42,2026-01-11 11:42:05.0000000,Online Payment,Pune,0,1,Medium
18101,C1706405624,C1837317700,CASH_IN,572633.25,2026-01-01 17:44:22.0000000,Cash Deposit,Hyderabad,0,1,Medium
18210,C652676755,C1370163191,TRANSFER,8110394.00,2026-01-13 17:07:11.0000000,Wire Transfer,Bangalore,0,1,Medium
18225,C1671355138,M1376941863,PAYMENT,65514.44,2026-01-17 14:17:26.0000000,Online Payment,Delhi,0,1,Medium
18304,C1162531756,M492153069,PAYMENT,52174.78,2026-01-13 10:05:12.0000000,Online Payment,Kolkata,0,1,Medium
18354,C1099993961,M1621551483,PAYMENT,56031.64,2026-01-13 22:29:24.0000000,Online Payment,Chennai,0,1,Medium
18437,C1612899456,C1992819497,TRANSFER,9931593.00,2026-01-14 16:14:50.0000000,Wire Transfer,Delhi,0,1,Medium
18467,C191353367,M1819930227,PAYMENT,64370.44,2026-01-16 14:57:18.0000000,Online Payment,Bangalore,0,1,Medium
18622,C1675369343,M1816671180,PAYMENT,56833.08,2026-01-13 00:28:14.0000000,Online Payment,Bangalore,0,1,Medium
18705,C1757637546,C1700510015,CASH_IN,704155.94,2026-01-06 14:31:21.0000000,Cash Deposit,Kolkata,0,1,Medium
18718,C486279068,M247095943,PAYMENT,56827.54,2026-01-15 14:14:54.0000000,Online Payment,Bangalore,0,1,Medium
18894,C904657268,M124818488,PAYMENT,69622.52,2026-01-13 09:26:18.0000000,Online Payment,Ahmedabad,0,1,Medium
19086,C1081542479,M298491803,PAYMENT,65494.90,2026-01-15 09:02:02.0000000,Online Payment,Mumbai,0,1,Medium
19110,C851486953,M887359750,PAYMENT,56176.86,2026-01-08 13:05:30.0000000,Online Payment,Pune,0,1,Medium
19145,C2107880678,M252492587,PAYMENT,67375.65,2026-01-11 13:39:40.0000000,Online Payment,Bangalore,0,1,Medium
19177,C1384497510,C962836132,CASH_IN,662297.00,2026-01-06 09:23:24.0000000,Cash Deposit,Kolkata,0,1,Medium
19518,C162704051,M1802877857,PAYMENT,60906.28,2026-01-13 11:33:35.0000000,Online Payment,Bangalore,0,1,Medium
19564,C681821065,M355849201,PAYMENT,51358.87,2026-01-13 21:12:43.0000000,Online Payment,Bangalore,0,1,Medium
19661,C10668183,C344216386,CASH_IN,680311.88,2026-01-17 10:10:23.0000000,Cash Deposit,Chennai,0,1,Medium
19738,C57757040,M1780021453,PAYMENT,67545.56,2026-01-17 23:46:23.0000000,Online Payment,Pune,0,1,Medium
19852,C1088824835,M1461584435,PAYMENT,61303.09,2026-01-15 13:00:21.0000000,Online Payment,Pune,0,1,Medium
20002,C1326359464,M1656724374,PAYMENT,127485.55,2026-01-10 11:54:09.0000000,Online Payment,Ahmedabad,0,1,Medium
20086,C336000542,M1293160348,PAYMENT,72161.13,2026-01-13 15:01:40.0000000,Online Payment,Pune,0,1,Medium
20673,C55957569,M1820352425,PAYMENT,81468.37,2026-01-11 10:09:05.0000000,Online Payment,Kolkata,0,1,Medium
20865,C1626683766,C1668446146,CASH_IN,576163.63,2026-01-15 14:13:44.0000000,Cash Deposit,Mumbai,0,1,Medium
20918,C535047371,M533299989,PAYMENT,67956.97,2026-01-11 12:17:40.0000000,Online Payment,Chennai,0,1,Medium
21043,C1081591034,C482940451,CASH_IN,631320.00,2026-01-08 17:07:43.0000000,Cash Deposit,Pune,0,1,Medium
21111,C460572031,C2137460219,CASH_IN,552467.38,2026-01-07 18:15:12.0000000,Cash Deposit,Bangalore,0,1,Medium
21120,C972580850,C218147190,CASH_IN,680932.44,2026-01-13 13:10:53.0000000,Cash Deposit,Ahmedabad,0,1,Medium
21398,C1744983180,M719640566,PAYMENT,101307.88,2026-01-09 10:07:45.0000000,Online Payment,Delhi,0,1,Medium
21607,C1058043368,M1426337318,PAYMENT,56853.50,2026-01-17 17:28:18.0000000,Online Payment,Delhi,0,1,Medium
21636,C1895630266,C1744983870,CASH_IN,702059.13,2026-01-17 16:43:38.0000000,Wire Transfer,Hyderabad,0,1,Medium
21684,C2104027397,M909274988,PAYMENT,50767.38,2026-01-11 12:16:54.0000000,Online Payment,Pune,0,1,Medium
21686,C1797299042,M563937947,PAYMENT,66941.71,2026-01-13 20:37:59.0000000,Online Payment,Pune,0,1,Medium
21747,C1831947058,M1283783148,PAYMENT,59920.56,2026-01-02 12:50:49.0000000,Online Payment,Hyderabad,0,1,Medium
21758,C543902559,M1097335505,PAYMENT,52536.81,2026-01-06 10:57:29.0000000,Online Payment,Pune,0,1,Medium
21834,C1134282886,C234686306,CASH_IN,663935.00,2026-01-01 17:17:25.0000000,Cash Deposit,Pune,0,1,Medium
21994,C811733184,C1362041447,CASH_IN,568720.75,2026-01-10 17:36:08.0000000,Cash Deposit,Hyderabad,0,1,Medium
22072,C108461670,M1822149927,PAYMENT,97535.42,2026-01-11 12:54:43.0000000,Online Payment,Chennai,0,1,Medium
22139,C2087947624,C535422959,CASH_IN,611232.69,2026-01-10 15:39:43.0000000,Cash Deposit,Bangalore,0,1,Medium
22254,C337688912,M427314484,PAYMENT,53474.67,2026-01-09 01:36:41.0000000,Online Payment,Ahmedabad,0,1,Medium
22683,C956865109,M1370513794,PAYMENT,64648.69,2026-01-14 12:01:14.0000000,Online Payment,Mumbai,0,1,Medium
23020,C104776054,M2015570094,PAYMENT,54878.30,2026-01-15 13:46:38.0000000,Online Payment,Mumbai,0,1,Medium
23039,C1108337982,M981342698,PAYMENT,53675.82,2026-01-13 09:06:54.0000000,Online Payment,Pune,0,1,Medium
